33,0.968665,0.285943,0.952880,0.000724,0.798288,0.000000,0.000048,0.007240
85,0.686840,0.631104,0.922879,0.940035,0.190881,0.000000,0.482968,0.000063
132,0.957767,0.797632,0.974059,0.706948,0.221231,0.003000,0.000000,0.000000
201,0.206502,0.719293,0.953733,0.000561,0.836341,0.001775,0.000205,0.214276
215,0.790210,0.754422,0.177020,0.652636,0.695062,0.049904,0.000000,0.761602
223,0.675358,0.949066,0.647216,0.692370,0.006301,0.003773,0.000000,0.016871
234,0.356899,0.971061,0.406402,0.924487,0.279390,0.000693,0.000000,0.000000
297,0.708033,0.105242,0.868990,0.886743,0.954306,0.000079,0.008718,0.001956
306,0.479361,0.335159,0.858986,0.666366,0.217780,0.000081,0.317172,0.000137
325,0.081618,0.754094,0.781188,0.966071,0.370210,0.011334,0.000036,0.090484
339,0.928807,0.012005,0.823306,0.964894,0.286026,0.096442,0.539978,0.801649
401,0.855437,0.432715,0.511133,0.939386,0.910979,0.488176,0.599770,0.033431
450,0.225132,0.826440,0.828453,0.013245,0.784784,0.002370,0.319727,0.000000
462,0.349546,0.645170,0.923555,0.600556,0.157942,0.001057,0.000000,0.000259
500,0.430522,0.753988,0.344154,0.384187,0.743100,0.000215,0.904030,0.000000
511,0.500638,0.958327,0.001725,0.975980,0.763427,0.031246,0.006459,0.053519
516,0.615125,0.598277,0.682659,0.371945,0.315610,0.003208,0.921718,0.000008
523,0.802451,0.822798,0.520480,0.390057,0.997844,0.000032,0.000066,0.584821
533,0.956216,0.934816,0.999679,0.007371,0.000006,0.081012,0.007796,0.197127
559,0.605815,0.686493,0.665050,0.237523,0.720056,0.000000,0.399551,0.016354
573,0.379425,0.484722,0.010192,0.972667,0.766089,0.011537,0.708420,0.009076
587,0.715245,0.881236,0.676569,0.405164,0.000102,0.000359,0.305325,0.002036
618,0.692823,0.808435,0.939482,0.475475,0.017911,0.005749,0.009136,0.113981
630,0.996660,0.961621,0.502971,0.730839,0.621732,0.114765,0.385966,0.001388
649,0.101163,0.560324,0.906025,0.092108,0.808847,0.000000,0.051719,0.303853
651,0.877437,0.164321,0.313887,0.565599,0.736079,0.075879,0.627983,0.087608
657,0.720918,0.901620,0.722485,0.001191,0.450585,0.005115,0.079355,0.000474
709,0.388153,0.066275,0.989368,0.000000,0.695598,0.008168,0.686695,0.174224
715,0.553156,0.125459,0.650710,0.035147,0.718854,0.000000,0.756637,0.324726
767,0.912773,0.038030,0.989543,0.857654,0.139626,0.042013,0.079435,0.000048
793,0.587921,0.060746,0.891576,0.007115,0.663653,0.000001,0.638973,0.000000
808,0.768543,0.645990,0.961677,0.038735,0.106547,0.000000,0.336493,0.266229
915,0.934773,0.346811,0.853010,0.222395,0.825154,0.194969,0.000000,0.000027
935,0.981426,0.713616,0.719411,0.740778,0.000012,0.049375,0.955689,0.000000
938,0.770217,0.852480,0.918918,0.004607,0.377831,0.160585,0.004620,0.000001
955,0.610185,0.172820,0.773412,0.995943,0.200886,0.427519,0.000000,0.023767
993,0.493817,0.189043,0.972839,0.567676,0.936073,0.000000,0.000000,0.009786
1009,0.562492,0.979158,0.595346,0.621310,0.095556,0.319516,0.004063,0.000874
1026,0.651029,0.737348,0.795599,0.002930,0.000698,0.039311,0.651259,0.002691
1062,0.458246,0.553546,0.876551,0.326135,0.033755,0.000029,0.809676,0.002501
1074,0.806935,0.352841,0.972903,0.244404,0.026124,0.071138,0.480760,0.364822
1171,0.783379,0.861450,0.857039,0.055675,0.136540,0.000269,0.493219,0.000000
1197,0.076872,0.779770,0.458349,0.429326,0.001033,0.000347,0.947258,0.006084
1200,0.278666,0.518758,0.910513,0.147910,0.000003,0.000226,0.754762,0.003589
1226,0.508427,0.689483,0.726581,0.411907,0.448684,0.933893,0.007052,0.000000
1318,0.396960,0.832247,0.333027,0.034756,0.539574,0.000446,0.706905,0.023585
