0.884948,0.001020,0.511292,0.000423,0.931493,0.013808,0.023514,0.001051
0.424178,0.447618,0.841212,0.119509,0.881684,0.000025,0.265209,0.196884
0.173955,0.956508,0.163179,0.778562,0.227962,0.000006,0.000003,0.000020
0.163309,0.060328,0.617167,0.033330,0.409551,0.006901,0.354016,0.002384
0.194908,0.504174,0.000612,0.000061,0.054082,0.000000,0.000039,0.000021
0.378266,0.741803,0.283763,0.000135,0.000011,0.041398,0.012223,0.085195
0.553252,0.624712,0.872376,0.123591,0.572408,0.070015,0.001767,0.000000
0.032976,0.708100,0.100612,0.977985,0.038049,0.020026,0.203955,0.000000
0.748901,0.239516,0.403196,0.872646,0.091983,0.007095,0.805321,0.289037
0.566136,0.909251,0.041905,0.002984,0.040655,0.005759,0.000139,0.000001
0.543797,0.362157,0.286921,0.928815,0.146677,0.000639,0.007277,0.363287
0.491263,0.062373,0.051480,0.533424,0.001256,0.059491,0.000000,0.004437
0.374573,0.686736,0.261556,0.080071,0.000002,0.018350,0.031806,0.003612
0.289135,0.696451,0.635736,0.185375,0.000000,0.083040,0.710610,0.030260
0.683070,0.110296,0.047195,0.173798,0.005554,0.055023,0.092301,0.000000
0.791920,0.027966,0.001441,0.928426,0.059353,0.000000,0.000035,0.103912
0.763156,0.373849,0.153566,0.073422,0.225847,0.112832,0.000411,0.000000
0.387804,0.201153,0.010699,0.290763,0.035065,0.844144,0.006407,0.000096
0.501448,0.079979,0.000512,0.178213,0.009619,0.039278,0.067203,0.017784
0.668618,0.954447,0.304263,0.287973,0.007124,0.000038,0.000091,0.000000
0.081289,0.549161,0.341443,0.636559,0.197256,0.079318,0.000000,0.015571
0.804895,0.049818,0.008946,0.095112,0.189719,0.591540,0.001793,0.570327
0.348854,0.227623,0.105010,0.074806,0.034430,0.000000,0.000471,0.011697
0.675629,0.375315,0.528649,0.488866,0.000014,0.738901,0.404735,0.000000
0.240323,0.056985,0.897067,0.576026,0.143248,0.406211,0.147855,0.730913
0.226966,0.001032,0.414423,0.154274,0.560193,0.041691,0.009392,0.001707
0.663053,0.269242,0.865503,0.029807,0.009789,0.001944,0.093097,0.000505
0.124476,0.515310,0.605185,0.022776,0.007211,0.065996,0.000000,0.060997
0.724032,0.074224,0.027211,0.077713,0.000015,0.024759,0.014551,0.947045
0.718413,0.460641,0.300707,0.000857,0.000001,0.323414,0.119015,0.058261
0.563560,0.643584,0.029016,0.887681,0.120856,0.000089,0.140638,0.309320
0.193636,0.617644,0.415288,0.000071,0.000265,0.074015,0.283556,0.412441
0.065550,0.974225,0.574225,0.366823,0.000171,0.293626,0.000000,0.000000
0.224210,0.079555,0.084023,0.438368,0.085996,0.537501,0.000023,0.000000
0.866022,0.004711,0.687556,0.677940,0.115515,0.508178,0.000510,0.000405
0.588683,0.627892,0.003476,0.057660,0.468865,0.000001,0.000002,0.000000
0.117126,0.849255,0.003119,0.743137,0.000000,0.147068,0.000011,0.000006
0.671350,0.349777,0.043269,0.268939,0.629489,0.000000,0.026746,0.000160
0.330946,0.599258,0.327857,0.664073,0.201850,0.237198,0.196776,0.000216
0.837488,0.067836,0.612105,0.000005,0.001051,0.000000,0.107235,0.000000
0.730230,0.000001,0.000103,0.129372,0.986369,0.001612,0.016224,0.007396
0.025561,0.322662,0.000385,0.824246,0.033414,0.004744,0.021995,0.000000
0.000514,0.035109,0.160728,0.398349,0.626612,0.156028,0.674807,0.171526
0.847835,0.970156,0.283698,0.000152,0.447427,0.782161,0.223879,0.001731
0.723309,0.055199,0.014126,0.673570,0.622867,0.000041,0.058754,0.000000
0.264119,0.027099,0.466629,0.994544,0.000519,0.260361,0.001828,0.000004
0.681965,0.345334,0.679987,0.326633,0.850257,0.000165,0.012032,0.000039
0.269960,0.012659,0.017275,0.776384,0.001674,0.000000,0.163173,0.011503
0.419348,0.037221,0.473432,0.016962,0.127096,0.081696,0.000000,0.000626
0.519899,0.220204,0.856041,0.004038,0.000000,0.019003,0.033058,0.380810
0.916316,0.425027,0.055315,0.518189,0.002645,0.322866,0.544116,0.001261
0.349435,0.570639,0.153616,0.351544,0.026969,0.000278,0.626684,0.000000
0.232108,0.668472,0.514201,0.000000,0.854517,0.207648,0.025140,0.504442
0.614846,0.423907,0.801258,0.119877,0.947693,0.010179,0.031949,0.063108
0.359377,0.179082,0.000696,0.109989,0.000027,0.000000,0.005053,0.019445
0.165937,0.383001,0.351926,0.083863,0.145831,0.331442,0.056023,0.000369
0.183667,0.561511,0.319376,0.309573,0.967800,0.012305,0.183286,0.042876
0.494507,0.403099,0.038841,0.092571,0.905568,0.007471,0.276683,0.000078
0.119907,0.751865,0.005127,0.000396,0.863706,0.795096,0.130451,0.000810
0.326682,0.470565,0.299371,0.289572,0.212947,0.057876,0.000137,0.000029
0.480770,0.436835,0.247477,0.278182,0.006637,0.289176,0.127920,0.001987
0.597671,0.017737,0.257847,0.000001,0.000456,0.018912,0.006642,0.000685
0.406086,0.004317,0.541377,0.911589,0.076027,0.000000,0.000027,0.000006
0.669773,0.144343,0.653066,0.001040,0.399158,0.000024,0.350958,0.032412
0.220405,0.071548,0.074743,0.914937,0.000015,0.005485,0.000651,0.105639
0.263341,0.225925,0.548564,0.033476,0.129171,0.081183,0.000032,0.000381
0.735578,0.312047,0.790944,0.000015,0.350466,0.012840,0.016923,0.000000
0.259165,0.021934,0.809681,0.001525,0.000969,0.035030,0.019618,0.001552
0.503645,0.047676,0.027414,0.004881,0.000004,0.036164,0.015519,0.000000
0.938269,0.326534,0.965635,0.471697,0.000922,0.004316,0.010213,0.033838
0.832081,0.194107,0.296081,0.539711,0.194238,0.279424,0.994948,0.233500
0.065043,0.136276,0.955294,0.000089,0.004235,0.000390,0.000662,0.000897
0.743922,0.320623,0.008779,0.000006,0.013062,0.135745,0.000000,0.069966
0.972881,0.242670,0.384837,0.007194,0.070558,0.212812,0.677303,0.000000
0.570794,0.937853,0.001728,0.000962,0.000049,0.006136,0.710098,0.023556
0.352169,0.028542,0.000625,0.419159,0.212348,0.000000,0.000027,0.233899
0.492846,0.150110,0.491395,0.192566,0.388657,0.149990,0.053255,0.387285
0.770036,0.824008,0.118529,0.189750,0.000004,0.841572,0.001235,0.044260
0.399766,0.097813,0.176182,0.217819,0.167563,0.034954,0.000610,0.044592
0.499686,0.347972,0.032193,0.387138,0.000002,0.000032,0.000034,0.001717
0.158337,0.810141,0.696517,0.001029,0.661032,0.001603,0.000000,0.012636
0.870024,0.864837,0.007585,0.133276,0.125862,0.008880,0.007669,0.635627
0.985063,0.584567,0.095372,0.092451,0.039889,0.281990,0.138468,0.000000
0.974336,0.194537,0.035555,0.059321,0.206079,0.000038,0.000244,0.986063
0.704552,0.000886,0.508222,0.053689,0.444178,0.322408,0.012564,0.007697
0.709732,0.001433,0.000312,0.000000,0.002833,0.913260,0.763143,0.000057
0.392227,0.106448,0.333410,0.903288,0.498851,0.000000,0.000013,0.593392
0.966280,0.048628,0.714690,0.286878,0.032331,0.306616,0.002378,0.000000
0.430487,0.539835,0.021042,0.441035,0.082884,0.000095,0.351071,0.046231
0.665667,0.945639,0.157814,0.003822,0.911319,0.000000,0.018479,0.000000
0.807091,0.027908,0.043505,0.000288,0.031947,0.000000,0.000031,0.000000
0.885158,0.004453,0.815950,0.678316,0.090996,0.046357,0.028420,0.007571
0.441378,0.518915,0.664393,0.000764,0.085144,0.000001,0.000052,0.000009
0.288964,0.197429,0.173964,0.431204,0.001564,0.000006,0.000367,0.000001
0.900059,0.490562,0.319331,0.007909,0.046906,0.025428,0.202753,0.538378
0.088922,0.002443,0.158446,0.290162,0.023273,0.644627,0.417583,0.425933
0.899108,0.100685,0.123275,0.035744,0.631287,0.021862,0.000047,0.443114
0.044433,0.309294,0.873381,0.588178,0.000000,0.351833,0.009575,0.170817
0.053341,0.500912,0.199929,0.864331,0.006462,0.546401,0.000103,0.008469
0.672103,0.011376,0.002605,0.014133,0.771203,0.000000,0.000000,0.013235
0.675654,0.504481,0.049724,0.168444,0.175300,0.014370,0.501631,0.000405
0.236800,0.589481,0.002036,0.154925,0.617909,0.004880,0.000008,0.247077
0.257121,0.169603,0.353289,0.122746,0.019774,0.195426,0.006093,0.000000
0.900152,0.163767,0.281580,0.350113,0.022844,0.000000,0.074710,0.000000
0.211639,0.031499,0.214473,0.000007,0.088406,0.013548,0.254927,0.000000
0.566188,0.188079,0.023721,0.978585,0.223480,0.248114,0.018362,0.000010
0.689043,0.219626,0.423159,0.016243,0.323425,0.013671,0.000003,0.001259
0.520993,0.028035,0.081432,0.036960,0.000086,0.087137,0.854991,0.070321
0.453658,0.098809,0.385334,0.955605,0.004173,0.046425,0.001873,0.002314
0.331308,0.336189,0.489652,0.001541,0.036561,0.000038,0.702864,0.000000
0.486641,0.812386,0.139505,0.777318,0.320549,0.351804,0.001948,0.985924
0.495705,0.381118,0.229871,0.302829,0.075370,0.141334,0.000359,0.170837
0.229532,0.533006,0.625971,0.000791,0.370518,0.002338,0.771620,0.001311
0.067155,0.002357,0.688639,0.039791,0.188755,0.113049,0.000000,0.005349
0.451868,0.008301,0.729279,0.000000,0.095986,0.000067,0.078161,0.000107
0.927632,0.654686,0.453675,0.004765,0.014607,0.145677,0.002874,0.000603
0.992250,0.335106,0.186546,0.000945,0.036795,0.006902,0.000000,0.007534
0.718458,0.799687,0.057399,0.044342,0.006617,0.000002,0.005312,0.000000
0.472202,0.836336,0.052855,0.021582,0.000085,0.000124,0.973523,0.000000
0.813042,0.562219,0.647729,0.445056,0.005184,0.000121,0.323300,0.000012
0.570539,0.958485,0.045300,0.071811,0.354237,0.000004,0.000051,0.034446
0.691140,0.203676,0.001274,0.008440,0.098499,0.349484,0.024501,0.017828
0.153152,0.028856,0.039327,0.131811,0.327317,0.798436,0.003648,0.000108
0.539715,0.300513,0.138703,0.000000,0.652203,0.003372,0.999711,0.186974
0.935155,0.512577,0.018496,0.577434,0.000130,0.435956,0.000123,0.000000
0.875419,0.378997,0.298490,0.006836,0.000081,0.011940,0.004895,0.008332
0.196428,0.930035,0.648139,0.028668,0.396041,0.004108,0.283387,0.429735
0.721102,0.298387,0.434370,0.199930,0.171177,0.119809,0.639333,0.000510
0.796895,0.197050,0.053726,0.005019,0.308019,0.025422,0.000000,0.000037
0.177508,0.673550,0.602298,0.131594,0.765110,0.439713,0.002164,0.221659
0.692802,0.191830,0.318770,0.005445,0.821402,0.019424,0.000118,0.000033
0.028731,0.086069,0.583521,0.220177,0.280557,0.000784,0.065458,0.123096
0.866901,0.128559,0.060586,0.682922,0.523839,0.042049,0.995259,0.000000
0.051151,0.453376,0.214909,0.001360,0.005096,0.000008,0.314209,0.236158
0.385397,0.996030,0.566531,0.004788,0.144997,0.000027,0.001724,0.009536
0.817422,0.048919,0.050026,0.108528,0.002348,0.000064,0.533701,0.987967
0.175206,0.564695,0.112487,0.122612,0.000008,0.002526,0.753875,0.000183
0.949012,0.207340,0.552858,0.000023,0.857492,0.525339,0.003386,0.007028
0.492428,0.008752,0.237205,0.000082,0.011708,0.038271,0.000018,0.099299
0.060445,0.688006,0.342395,0.000824,0.264445,0.187935,0.565400,0.329571
0.085338,0.077517,0.000426,0.077872,0.002368,0.000264,0.000250,0.085047
0.351459,0.116799,0.188554,0.028087,0.045690,0.000065,0.004879,0.708358
0.585081,0.558846,0.266253,0.007972,0.451440,0.487750,0.032387,0.000556
0.556533,0.430792,0.007049,0.283247,0.003839,0.000012,0.000002,0.000234
0.233735,0.710018,0.324420,0.744391,0.015842,0.009077,0.051745,0.010547
0.002705,0.002009,0.243741,0.000122,0.412246,0.001366,0.574049,0.000000
0.878519,0.066188,0.101126,0.884897,0.000139,0.000000,0.000000,0.000000
0.369343,0.425835,0.017389,0.004383,0.108223,0.215263,0.000000,0.000000
0.801303,0.159749,0.057373,0.002289,0.240315,0.021070,0.001913,0.672923
0.860340,0.079546,0.124387,0.914584,0.063605,0.000653,0.002906,0.030099
0.885051,0.364174,0.296067,0.002309,0.746497,0.002828,0.040484,0.021293
0.667756,0.036053,0.002453,0.000271,0.000767,0.441582,0.073231,0.000002
0.084779,0.141037,0.139653,0.034977,0.395993,0.480247,0.000260,0.460056
0.705576,0.358483,0.405215,0.683248,0.003782,0.005959,0.012392,0.099178
0.276946,0.001606,0.000003,0.000001,0.319543,0.023072,0.000019,0.000000
0.599418,0.249564,0.014031,0.659063,0.045354,0.000000,0.000000,0.000374
0.463281,0.190869,0.146678,0.124684,0.797579,0.260139,0.000000,0.000008
0.697803,0.048369,0.414873,0.038996,0.074881,0.000003,0.820483,0.000009
0.317359,0.373050,0.861759,0.004326,0.000005,0.014684,0.000002,0.001217
0.975993,0.295700,0.058582,0.014906,0.991437,0.014148,0.221289,0.000003
0.170660,0.690140,0.071147,0.000010,0.000000,0.844027,0.000000,0.000879
0.736713,0.010805,0.381857,0.133114,0.165363,0.023204,0.000300,0.059494
0.144698,0.053943,0.275379,0.733865,0.000000,0.000033,0.278913,0.000001
0.257237,0.006361,0.825707,0.000135,0.000003,0.226247,0.000000,0.000001
0.986703,0.035936,0.044919,0.010338,0.731374,0.008760,0.105137,0.066559
0.065417,0.002134,0.014518,0.909497,0.005572,0.340484,0.000134,0.056363
0.750658,0.000134,0.000167,0.158727,0.799364,0.155929,0.000008,0.090432
0.001176,0.056113,0.000096,0.000097,0.064852,0.006477,0.184418,0.020696
0.584175,0.585546,0.000643,0.000000,0.150778,0.110170,0.034128,0.014286
0.843143,0.449209,0.000915,0.000005,0.000019,0.173095,0.000000,0.297872
0.385302,0.004363,0.000035,0.735490,0.000038,0.504706,0.000000,0.000000
0.837691,0.481751,0.684519,0.001560,0.000000,0.456337,0.010444,0.035740
0.386026,0.028946,0.512914,0.169693,0.584959,0.000124,0.017574,0.000805
0.669369,0.098798,0.382817,0.853073,0.676498,0.058364,0.124460,0.565393
0.738156,0.187301,0.000029,0.163343,0.008356,0.000000,0.020744,0.000000
0.154683,0.002054,0.532029,0.193566,0.484284,0.148308,0.053641,0.002106
0.440852,0.071864,0.028586,0.083964,0.012675,0.000000,0.000000,0.000550
